                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.70787,                 0.3754,                0.82295,                0.93696,                0.69146,                0.80435,                0.63616,                0.51332,                0.64026,                0.79904,               0.008383,               0.008383,               0.008383
                     51,                0.72115,                0.37235,                0.81863,                0.95786,                0.77317,                0.88331,                0.71138,                0.50915,                0.33536,                0.79799,                0.00835,                0.00835,                0.00835
                     52,                0.71185,                0.36718,                0.81961,                0.96334,                 0.7691,                0.87297,                0.71695,                0.49419,                0.33035,                0.79918,               0.008317,               0.008317,               0.008317
                     53,                0.73201,                 0.3769,                0.82163,                0.96466,                0.76341,                0.87288,                0.70286,                0.49011,                 0.3222,                0.79768,               0.008284,               0.008284,               0.008284
                     54,                0.71194,                 0.3677,                0.82079,                0.95346,                0.78049,                0.85252,                0.67215,                0.53721,                0.33138,                0.79874,               0.008251,               0.008251,               0.008251
                     55,                0.72244,                0.36662,                0.82201,                 0.9704,                0.75951,                0.86676,                0.68835,                0.53509,                0.35305,                0.80147,               0.008218,               0.008218,               0.008218
                     56,                0.70428,                0.36608,                0.81492,                0.95255,                0.78415,                0.86161,                0.68264,                 0.4931,                0.34136,                0.79552,               0.008185,               0.008185,               0.008185
                     57,                0.70144,                0.36062,                0.82221,                0.95332,                0.78049,                0.87361,                0.71536,                0.49152,                0.34403,                0.79835,               0.008152,               0.008152,               0.008152
                     58,                0.71085,                0.36853,                0.82688,                0.96124,                0.75606,                0.86211,                0.69648,                0.52325,                0.32612,                0.79717,               0.008119,               0.008119,               0.008119
                     59,                0.69085,                 0.3665,                0.82751,                0.95901,                0.77039,                0.88625,                0.71419,                0.49403,                0.32163,                0.79734,               0.008086,               0.008086,               0.008086
                     60,                0.69094,                0.36002,                0.82103,                0.94603,                 0.7622,                0.87114,                0.71258,                0.51504,                0.31851,                0.79692,               0.008053,               0.008053,               0.008053
                     61,                0.69628,                0.36173,                0.81523,                0.94839,                0.75976,                0.87693,                0.72305,                0.49585,                 0.3106,                0.79545,                0.00802,                0.00802,                0.00802
                     62,                0.69431,                0.35664,                0.81918,                0.95952,                0.78048,                0.88295,                0.72837,                0.47449,                 0.3316,                0.79525,               0.007987,               0.007987,               0.007987
                     63,                0.67612,                0.36136,                0.81609,                 0.9674,                0.77683,                0.88378,                0.71828,                0.47915,                0.32533,                0.79716,               0.007954,               0.007954,               0.007954
                     64,                0.69315,                0.35791,                0.81769,                0.96449,                0.77195,                0.87862,                0.70952,                0.49479,                0.32522,                 0.7967,               0.007921,               0.007921,               0.007921
                     65,                0.67793,                0.35729,                0.81565,                0.92428,                0.78415,                0.86864,                0.71333,                0.47022,                0.31968,                0.79333,               0.007888,               0.007888,               0.007888
                     66,                0.69774,                0.35513,                0.81405,                0.95012,                0.76658,                0.87369,                  0.719,                0.45534,                0.31169,                0.79163,               0.007855,               0.007855,               0.007855
                     67,                0.66439,                0.34672,                0.80819,                0.96175,                0.79024,                0.88677,                0.71949,                0.47425,                0.30553,                0.79249,               0.007822,               0.007822,               0.007822
                     68,                0.68007,                0.35712,                0.82084,                0.95961,                0.78233,                0.87643,                0.71491,                0.47476,                0.31066,                0.79753,               0.007789,               0.007789,               0.007789
                     69,                0.66927,                0.34967,                0.81619,                0.95971,                0.78433,                0.88676,                0.73434,                0.46843,                0.31914,                0.79362,               0.007756,               0.007756,               0.007756
                     70,                0.67954,                 0.3565,                0.81013,                0.96934,                0.77121,                   0.88,                0.71454,                0.47883,                0.30078,                0.79304,               0.007723,               0.007723,               0.007723
                     71,                0.67037,                0.35141,                 0.8144,                0.96175,                0.79024,                0.88716,                0.72005,                0.48574,                 0.3214,                0.79435,                0.00769,                0.00769,                0.00769
                     72,                0.67268,                0.34836,                0.80426,                0.95606,                0.77805,                0.87199,                0.72298,                0.46526,                0.30872,                0.79154,               0.007657,               0.007657,               0.007657
                     73,                0.67261,                0.35248,                0.81777,                0.95175,                0.78171,                 0.8844,                0.73084,                0.47427,                0.30025,                0.79431,               0.007624,               0.007624,               0.007624
                     74,                0.65728,                0.34022,                0.81302,                0.96663,                0.77728,                0.88397,                0.72563,                0.46663,                0.30326,                0.79432,               0.007591,               0.007591,               0.007591
                     75,                 0.6818,                0.34434,                0.81491,                0.95152,                0.77561,                 0.8742,                0.72408,                0.46043,                0.32067,                0.79478,               0.007558,               0.007558,               0.007558
                     76,                 0.6622,                0.34378,                0.81852,                0.97556,                0.77901,                0.89008,                0.71971,                0.45899,                0.29581,                0.79459,               0.007525,               0.007525,               0.007525
                     77,                0.65573,                0.33997,                0.81807,                 0.9675,                0.79146,                0.88909,                0.73766,                0.45622,                0.30155,                 0.7943,               0.007492,               0.007492,               0.007492
                     78,                0.64682,                0.33551,                0.81306,                0.95959,                0.78187,                0.88031,                 0.7237,                0.47846,                0.30593,                 0.7948,               0.007459,               0.007459,               0.007459
                     79,                0.64411,                0.33115,                0.80483,                0.96989,                0.78552,                0.89732,                0.74205,                0.45211,                0.31547,                0.79228,               0.007426,               0.007426,               0.007426
                     80,                0.64341,                0.33314,                0.81078,                0.95354,                0.78415,                0.88148,                0.72536,                0.48085,                0.32161,                0.80025,               0.007393,               0.007393,               0.007393
                     81,                0.64714,                0.33823,                0.81075,                0.94862,                0.78415,                0.88077,                0.72475,                0.46299,                0.29428,                0.79193,                0.00736,                0.00736,                0.00736
                     82,                0.64215,                0.33428,                0.81036,                0.95222,                0.77561,                0.87598,                0.72884,                0.44963,                0.29066,                0.79267,               0.007327,               0.007327,               0.007327
                     83,                0.66226,                0.34865,                0.81715,                0.96522,                0.77849,                0.85831,                0.69675,                0.45608,                0.31599,                0.79396,               0.007294,               0.007294,               0.007294
                     84,                0.65592,                0.33761,                0.81556,                0.97289,                0.78768,                0.87697,                0.73172,                0.46491,                0.30493,                0.79299,               0.007261,               0.007261,               0.007261
                     85,                 0.6451,                0.33782,                0.80825,                0.96623,                0.78049,                0.87265,                0.72515,                0.45723,                0.29808,                0.79293,               0.007228,               0.007228,               0.007228
                     86,                0.63446,                0.33405,                0.80966,                0.97259,                0.77876,                0.88108,                0.72959,                0.43785,                0.30952,                0.79087,               0.007195,               0.007195,               0.007195
                     87,                0.65025,                0.33517,                0.81659,                0.96534,                0.78293,                0.88601,                0.74169,                0.43044,                0.29495,                0.79039,               0.007162,               0.007162,               0.007162
                     88,                0.65023,                0.34022,                0.81064,                0.96271,                0.78717,                 0.8853,                0.73289,                 0.4455,                0.29757,                0.79364,               0.007129,               0.007129,               0.007129
                     89,                0.64595,                0.33739,                 0.8089,                 0.9584,                0.78663,                0.88866,                0.73111,                0.46706,                0.30164,                0.79479,               0.007096,               0.007096,               0.007096
                     90,                0.64247,                0.33277,                  0.805,                0.95648,                0.77724,                0.87832,                0.73626,                 0.4636,                0.30489,                0.79716,               0.007063,               0.007063,               0.007063
                     91,                0.65144,                 0.3326,                0.80358,                0.97557,                0.78659,                0.88066,                0.74655,                0.44262,                0.30052,                0.79373,                0.00703,                0.00703,                0.00703
                     92,                0.63171,                0.33337,                0.81335,                0.95534,                0.79146,                0.88535,                0.73663,                0.42896,                0.29685,                0.79214,               0.006997,               0.006997,               0.006997
                     93,                0.62713,                0.32708,                0.80638,                 0.9648,                0.78171,                0.88983,                0.73894,                0.43247,                0.30845,                0.79151,               0.006964,               0.006964,               0.006964
                     94,                 0.6159,                0.32387,                0.80128,                0.96421,                 0.7885,                0.89247,                0.74558,                0.42435,                0.29968,                0.78875,               0.006931,               0.006931,               0.006931
                     95,                0.63084,                0.32998,                0.80798,                0.96575,                0.77805,                0.88322,                 0.7398,                0.41862,                0.28169,                0.79044,               0.006898,               0.006898,               0.006898
                     96,                0.63635,                0.33194,                 0.8076,                0.96683,                 0.7819,                0.89265,                 0.7422,                0.47006,                0.29157,                0.79356,               0.006865,               0.006865,               0.006865
                     97,                0.62061,                0.32581,                 0.8077,                0.96244,                0.78116,                0.88322,                0.73372,                0.44477,                0.28929,                0.79174,               0.006832,               0.006832,               0.006832
                     98,                0.62183,                0.32286,                0.81038,                0.96234,                0.78659,                0.89271,                0.75383,                0.43618,                0.28977,                 0.7926,               0.006799,               0.006799,               0.006799
                     99,                0.62914,                0.31999,                0.80328,                0.95818,                0.78245,                0.89436,                0.75643,                0.43492,                0.29307,                0.79099,               0.006766,               0.006766,               0.006766
                    100,                0.63137,                 0.3242,                 0.8069,                0.98304,                0.77778,                0.90077,                0.74515,                0.43622,                0.31571,                0.78926,               0.006733,               0.006733,               0.006733
                    101,                 0.6217,                 0.3234,                0.80355,                0.96708,                0.78827,                0.90611,                0.75395,                0.42928,                0.28806,                0.79195,                 0.0067,                 0.0067,                 0.0067
                    102,                0.61048,                0.32194,                0.80492,                 0.9739,                0.78293,                0.89417,                0.75386,                0.42051,                0.28059,                0.79058,               0.006667,               0.006667,               0.006667
                    103,                0.60838,                0.31875,                 0.8009,                0.97441,                0.78932,                0.88623,                0.74338,                0.41916,                0.28701,                0.79053,               0.006634,               0.006634,               0.006634
                    104,                0.61814,                0.32081,                 0.8085,                0.97777,                0.78171,                0.88714,                0.75878,                 0.4132,                0.28701,                 0.7902,               0.006601,               0.006601,               0.006601
                    105,                0.62339,                0.32332,                0.80876,                0.95964,                  0.783,                0.88287,                0.74898,                0.42799,                0.29829,                0.78977,               0.006568,               0.006568,               0.006568
                    106,                0.62421,                0.32543,                0.81292,                0.94706,                0.78293,                0.87426,                0.72958,                0.43213,                0.30244,                0.79054,               0.006535,               0.006535,               0.006535
                    107,                0.62426,                0.32289,                0.80969,                0.96982,                0.78382,                0.89155,                0.74567,                0.44146,                0.28081,                0.78723,               0.006502,               0.006502,               0.006502
                    108,                0.61587,                0.31692,                0.80989,                0.96919,                    0.8,                0.89274,                0.74537,                0.43221,                0.29595,                0.78842,               0.006469,               0.006469,               0.006469
                    109,                0.62657,                0.31848,                0.81246,                0.96137,                0.78913,                0.87926,                0.73874,                0.43388,                0.30028,                0.79078,               0.006436,               0.006436,               0.006436
                    110,                0.60453,                0.31597,                0.80624,                0.96395,                0.78266,                0.88766,                0.75551,                0.41309,                0.28973,                0.78812,               0.006403,               0.006403,               0.006403
                    111,                0.60948,                0.31593,                0.80523,                0.97441,                 0.7895,                0.88938,                0.75158,                0.42905,                0.28467,                0.78995,                0.00637,                0.00637,                0.00637
                    112,                0.59532,                0.31463,                0.80477,                0.95644,                0.77652,                0.88027,                0.75229,                0.41645,                 0.2831,                0.78802,               0.006337,               0.006337,               0.006337
                    113,                0.60731,                0.31467,                0.80889,                0.95968,                0.78364,                0.88635,                0.75726,                0.40606,                0.29047,                0.78984,               0.006304,               0.006304,               0.006304
                    114,                0.61047,                0.31299,                0.80127,                 0.9683,                0.78237,                0.88053,                0.74548,                0.42295,                0.28843,                0.79017,               0.006271,               0.006271,               0.006271
                    115,                0.60182,                0.30984,                0.80485,                0.97299,                0.79086,                0.88944,                0.75643,                0.40616,                0.27556,                0.78587,               0.006238,               0.006238,               0.006238
                    116,                0.61568,                0.31187,                0.80432,                0.97582,                0.78731,                0.89013,                0.75722,                0.41874,                0.27449,                0.78951,               0.006205,               0.006205,               0.006205
                    117,                0.59227,                0.30764,                0.80423,                0.96539,                0.78245,                 0.8782,                0.74048,                0.41807,                0.28414,                0.78813,               0.006172,               0.006172,               0.006172
                    118,                0.60365,                0.31381,                0.80572,                0.97148,                0.79024,                0.87651,                 0.7341,                0.41166,                0.27738,                0.78914,               0.006139,               0.006139,               0.006139
                    119,                0.58853,                0.30786,                0.79698,                0.97582,                0.78738,                0.88657,                0.74999,                0.40445,                0.28311,                0.78842,               0.006106,               0.006106,               0.006106
                    120,                0.58719,                0.31056,                 0.8037,                0.96805,                0.77589,                 0.8921,                0.76569,                0.41073,                0.27434,                0.78694,               0.006073,               0.006073,               0.006073
                    121,                0.59954,                0.31254,                0.80066,                0.96844,                0.78596,                0.88842,                0.75644,                0.40738,                0.26919,                0.78778,                0.00604,                0.00604,                0.00604
                    122,                0.58406,                0.30119,                0.80386,                0.96579,                0.79189,                0.89565,                0.76568,                0.40641,                0.27462,                0.78696,               0.006007,               0.006007,               0.006007
                    123,                0.58075,                0.29848,                0.79733,                0.95978,                0.77683,                0.89238,                0.76248,                0.40303,                0.26464,                0.78667,               0.005974,               0.005974,               0.005974
                    124,                0.59781,                0.31178,                0.80284,                0.95663,                0.78049,                0.88439,                0.74574,                 0.4071,                0.29244,                 0.7888,               0.005941,               0.005941,               0.005941
                    125,                0.59498,                0.30531,                 0.8041,                0.96253,                0.78902,                0.89437,                0.75543,                0.40842,                0.29646,                0.78944,               0.005908,               0.005908,               0.005908
                    126,                0.58263,                0.29933,                0.80135,                0.97535,                0.78537,                0.89234,                0.75811,                 0.4129,                0.29915,                0.78799,               0.005875,               0.005875,               0.005875
                    127,                0.58707,                0.30174,                0.79962,                0.96533,                0.78099,                0.88872,                0.75893,                0.41572,                0.27374,                0.78794,               0.005842,               0.005842,               0.005842
                    128,                0.58845,                0.29945,                0.80217,                0.96087,                0.77868,                0.89604,                0.75488,                0.41873,                0.27379,                0.78591,               0.005809,               0.005809,               0.005809
                    129,                0.59084,                0.30417,                0.80454,                0.95945,                0.79146,                0.89068,                0.75645,                0.39993,                0.28459,                0.78618,               0.005776,               0.005776,               0.005776
                    130,                0.57684,                0.29934,                0.80435,                0.94556,                 0.7878,                0.88816,                0.75058,                0.40795,                0.26875,                0.78729,               0.005743,               0.005743,               0.005743
                    131,                0.60906,                0.30901,                0.80736,                0.95989,                0.78801,                0.88838,                0.76151,                0.40415,                0.26606,                0.78769,                0.00571,                0.00571,                0.00571
                    132,                0.58237,                0.30032,                0.80234,                0.96535,                0.78146,                0.88549,                0.76232,                0.39499,                0.25608,                0.78809,               0.005677,               0.005677,               0.005677
                    133,                0.59483,                0.30019,                0.80827,                 0.9629,                0.78537,                0.89001,                0.75708,                 0.3881,                0.26395,                0.78756,               0.005644,               0.005644,               0.005644
                    134,                 0.5718,                0.29828,                 0.8053,                0.96213,                 0.7878,                0.88679,                0.74899,                0.38901,                0.27589,                0.78905,               0.005611,               0.005611,               0.005611
                    135,                0.57387,                0.29781,                0.79696,                0.97845,                0.77534,                0.88134,                0.74803,                0.40051,                0.27129,                0.78762,               0.005578,               0.005578,               0.005578
                    136,                0.56669,                0.29151,                0.80022,                0.96542,                0.78314,                0.88211,                0.75638,                0.40376,                 0.2708,                0.78745,               0.005545,               0.005545,               0.005545
                    137,                0.57378,                0.29677,                0.79885,                 0.9715,                0.77805,                0.88872,                0.76079,                0.39066,                0.27903,                0.78722,               0.005512,               0.005512,               0.005512
                    138,                0.57509,                0.29995,                0.79826,                0.95949,                0.79146,                0.90125,                0.76175,                0.40629,                0.27353,                0.78694,               0.005479,               0.005479,               0.005479
                    139,                0.57254,                0.29758,                0.79792,                0.97452,                0.79297,                0.89858,                0.76463,                0.39781,                 0.2828,                 0.7889,               0.005446,               0.005446,               0.005446
                    140,                0.56872,                0.29419,                0.80215,                0.98476,                0.78779,                0.89504,                0.76871,                0.39869,                0.26422,                0.78867,               0.005413,               0.005413,               0.005413
                    141,                 0.5835,                0.29606,                0.79863,                0.96398,                0.77317,                0.88126,                0.75488,                0.39848,                0.26253,                0.78788,                0.00538,                0.00538,                0.00538
