                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.65944,                0.34162,                0.81281,                0.96279,                0.70708,                0.80383,                0.63858,                0.56568,                0.33697,                 0.8101,               0.009604,               0.009604,               0.009604
                    144,                0.67448,                  0.353,                0.81648,                0.97255,                0.70588,                0.80656,                0.64764,                0.57853,                0.32786,                0.81063,               0.009571,               0.009571,               0.009571
                    145,                0.66185,                0.35041,                0.81235,                 0.9463,                0.71909,                0.83131,                0.66356,                0.58166,                0.32899,                 0.8075,               0.009538,               0.009538,               0.009538
                    146,                0.62884,                0.33194,                0.80923,                0.95482,                0.69868,                0.80473,                0.65308,                0.55035,                 0.3921,                0.80498,               0.009505,               0.009505,               0.009505
                    147,                0.64552,                0.33334,                0.81087,                0.95838,                0.71868,                 0.8565,                0.69699,                 0.5552,                0.32261,                0.81039,                   0.01,                   0.01,                   0.01
                    148,                0.63271,                0.33182,                0.81039,                0.98863,                0.69628,                0.82381,                0.67737,                0.53484,                0.31439,                0.80794,               0.009967,               0.009967,               0.009967
                    149,                0.63621,                 0.3324,                0.81466,                0.96431,                0.70228,                0.80791,                0.65966,                0.55536,                0.34005,                 0.8061,               0.009934,               0.009934,               0.009934
                    150,                0.63557,                0.32909,                0.81456,                0.94888,                0.71309,                0.82404,                0.67273,                0.53905,                0.31927,                0.80688,               0.009901,               0.009901,               0.009901
                    151,                0.63959,                0.33433,                0.80708,                0.93701,                0.73215,                0.84946,                0.68165,                0.58701,                0.35792,                0.81389,               0.009868,               0.009868,               0.009868
                    152,                0.63562,                0.33052,                0.80647,                0.95385,                0.71955,                0.83222,                0.67436,                0.53053,                0.32783,                0.80585,               0.009835,               0.009835,               0.009835
                    153,                0.64243,                 0.3326,                0.80789,                0.96125,                0.71469,                0.81948,                0.65978,                0.54893,                0.32743,                0.80517,               0.009802,               0.009802,               0.009802
                    154,                 0.6367,                0.33437,                0.81374,                0.96053,                0.70123,                0.82548,                0.67321,                0.53711,                0.34588,                0.80426,               0.009769,               0.009769,               0.009769
                    155,                0.64072,                0.33226,                0.80871,                0.94567,                 0.7105,                0.84026,                 0.6898,                0.56978,                0.33094,                0.80889,               0.009736,               0.009736,               0.009736
                    156,                0.65638,                0.33808,                0.80374,                0.96549,                0.70525,                 0.8273,                0.66846,                0.57717,                0.32687,                0.80967,               0.009703,               0.009703,               0.009703
                    157,                0.63678,                0.33501,                0.80775,                0.94136,                0.71308,                0.82279,                0.66967,                0.57721,                0.32676,                0.80792,                0.00967,                0.00967,                0.00967
                    158,                0.63738,                0.33196,                  0.809,                0.95033,                0.71198,                0.82209,                0.66935,                0.58197,                0.31154,                0.81056,               0.009637,               0.009637,               0.009637
                    159,                0.63036,                0.32526,                0.80975,                0.95582,                0.70116,                0.78564,                0.63763,                0.54494,                0.33386,                0.80865,               0.009604,               0.009604,               0.009604
                    160,                0.64233,                0.33532,                 0.8077,                0.96518,                0.69628,                0.80182,                0.65009,                0.52526,                0.33163,                0.80585,               0.009571,               0.009571,               0.009571
                    161,                0.62816,                  0.334,                0.80555,                 0.9462,                0.71783,                0.81497,                0.65337,                0.56124,                0.34991,                0.80715,               0.009538,               0.009538,               0.009538
