                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.87065,                0.38648,                0.85233,                0.96705,                0.96094,                0.98576,                0.69072,                0.92965,                0.38497,                0.87068,               0.004786,               0.004786,               0.004786
                    160,                0.86866,                0.38504,                0.86137,                0.96435,                0.96841,                 0.9849,                0.69437,                0.92394,                0.38157,                0.86764,               0.004753,               0.004753,               0.004753
                    161,                0.86141,                0.38717,                 0.8601,                0.96526,                0.97216,                0.98766,                0.68934,                0.91792,                0.38094,                0.86709,                0.00472,                0.00472,                0.00472
                    162,                 0.8964,                0.40356,                0.85938,                0.97138,                0.96668,                0.98529,                0.69171,                0.92621,                0.38093,                0.87155,               0.004687,               0.004687,               0.004687
                    163,                0.86733,                0.39177,                0.86076,                0.96975,                0.96523,                0.98408,                0.68792,                0.93162,                 0.3833,                0.87415,               0.004654,               0.004654,               0.004654
                    164,                0.87313,                0.39129,                0.85301,                0.95819,                0.96013,                0.98303,                0.68718,                0.93932,                0.38738,                0.87196,               0.004621,               0.004621,               0.004621
                    165,                0.86075,                0.38717,                0.85355,                 0.9602,                0.96338,                0.98357,                0.69131,                0.92928,                0.37971,                0.86798,               0.004588,               0.004588,               0.004588
                    166,                0.87521,                 0.3944,                0.85857,                0.96585,                0.96651,                0.98688,                0.69343,                0.91819,                  0.379,                0.86687,               0.004555,               0.004555,               0.004555
                    167,                0.85518,                0.38387,                0.85603,                0.96363,                0.97019,                0.98742,                0.69579,                0.92168,                0.37728,                0.86756,               0.004522,               0.004522,               0.004522
                    168,                0.86618,                0.38445,                0.85618,                0.95496,                0.96604,                0.98361,                0.69052,                0.93628,                0.37805,                0.87268,               0.004489,               0.004489,               0.004489
                    169,                0.85749,                0.37741,                0.85524,                0.96859,                0.96664,                0.98768,                0.69408,                0.92917,                0.37977,                0.86994,               0.004456,               0.004456,               0.004456
                    170,                0.86323,                0.38853,                0.85057,                 0.9565,                0.96611,                0.98653,                0.69197,                0.92713,                0.38096,                0.86925,               0.004423,               0.004423,               0.004423
                    171,                0.85599,                0.38189,                0.85874,                0.96386,                0.96257,                0.98358,                0.68931,                0.92604,                  0.382,                0.86783,                0.00439,                0.00439,                0.00439
                    172,                0.85028,                0.38266,                0.85762,                0.95822,                0.97043,                0.98472,                0.68773,                0.94024,                 0.3836,                0.87173,               0.004357,               0.004357,               0.004357
                    173,                0.84923,                0.37678,                0.84947,                0.96589,                0.96908,                 0.9844,                0.69493,                0.93036,                0.38083,                0.87272,               0.004324,               0.004324,               0.004324
                    174,                0.85098,                 0.3846,                0.84978,                0.96302,                0.96664,                0.98326,                0.69233,                0.92799,                0.38498,                 0.8728,               0.004291,               0.004291,               0.004291
                    175,                0.85878,                0.39108,                0.85638,                0.97075,                0.96664,                0.98578,                0.69179,                0.93551,                0.38268,                0.87276,               0.004258,               0.004258,               0.004258
                    176,                0.84581,                0.38154,                0.84748,                 0.9668,                0.97315,                0.98407,                0.69161,                0.93853,                0.37999,                0.87136,               0.004225,               0.004225,               0.004225
                    177,                0.84955,                0.38351,                0.85478,                0.95878,                0.96517,                0.98399,                0.69452,                0.92916,                0.37561,                0.87156,               0.004192,               0.004192,               0.004192
                    178,                0.85001,                0.38034,                 0.8562,                0.95028,                0.97973,                0.98479,                0.69076,                 0.9243,                0.37538,                0.87063,               0.004159,               0.004159,               0.004159
                    179,                0.83287,                0.37532,                0.84112,                0.95886,                0.96713,                0.98588,                0.69242,                0.92421,                0.37703,                0.86998,               0.004126,               0.004126,               0.004126
                    180,                0.84295,                0.37426,                0.85009,                0.96593,                0.96893,                0.98698,                0.69143,                0.94099,                0.37986,                0.87121,               0.004093,               0.004093,               0.004093
                    181,                0.84411,                0.37861,                0.85621,                 0.9688,                0.96989,                0.98834,                0.69495,                0.93878,                0.37588,                0.87275,                0.00406,                0.00406,                0.00406
                    182,                0.83642,                0.37671,                0.85134,                0.96217,                0.97273,                0.98739,                0.69503,                0.93797,                0.37674,                0.87228,               0.004027,               0.004027,               0.004027
                    183,                0.85182,                0.38222,                0.84811,                0.96685,                0.97152,                0.98645,                0.69003,                0.93074,                0.37552,                0.86993,               0.003994,               0.003994,               0.003994
                    184,                  0.845,                0.37429,                0.84396,                0.96841,                0.97266,                0.98707,                0.68891,                 0.9369,                0.38187,                0.87146,               0.003961,               0.003961,               0.003961
                    185,                0.83058,                0.37406,                0.84034,                0.96802,                0.96989,                0.98274,                0.69331,                0.94327,                0.37775,                0.87433,               0.003928,               0.003928,               0.003928
                    186,                0.83999,                0.37179,                0.85253,                0.96599,                0.97075,                0.98761,                0.69218,                0.92778,                 0.3753,                0.87054,               0.003895,               0.003895,               0.003895
                    187,                0.83927,                0.37842,                0.84718,                0.96137,                0.96989,                 0.9842,                0.68987,                0.93834,                0.37881,                0.87254,               0.003862,               0.003862,               0.003862
                    188,                0.82632,                0.36952,                0.84765,                0.96449,                0.97248,                0.98548,                0.69541,                 0.9346,                0.37917,                0.87209,               0.003829,               0.003829,               0.003829
                    189,                0.82865,                0.37049,                0.84256,                0.96331,                0.97478,                0.98667,                0.69495,                0.93446,                0.37834,                 0.8715,               0.003796,               0.003796,               0.003796
                    190,                0.82851,                0.36934,                 0.8499,                0.96088,                0.97396,                0.98782,                0.69108,                0.94108,                0.38067,                0.87158,               0.003763,               0.003763,               0.003763
                    191,                0.82907,                0.37084,                0.84917,                0.95506,                0.97315,                0.98382,                0.68887,                0.93828,                0.38055,                0.87151,                0.00373,                0.00373,                0.00373
                    192,                0.82197,                0.37216,                0.84505,                0.95291,                0.97144,                0.98748,                0.69137,                0.94082,                0.37715,                0.87335,               0.003697,               0.003697,               0.003697
                    193,                0.82495,                0.37215,                0.84574,                0.97157,                 0.9585,                 0.9872,                0.69284,                 0.9382,                0.37697,                0.87318,               0.003664,               0.003664,               0.003664
                    194,                0.82811,                0.36721,                0.84286,                 0.9679,                0.95932,                0.98584,                 0.6951,                0.93282,                0.37764,                0.87287,               0.003631,               0.003631,               0.003631
                    195,                0.81387,                 0.3621,                0.84522,                 0.9523,                0.97071,                0.98335,                0.68942,                 0.9321,                0.37404,                0.87187,               0.003598,               0.003598,               0.003598
                    196,                0.81012,                0.35935,                0.84119,                0.96465,                 0.9642,                 0.9861,                0.69098,                0.93505,                0.37076,                0.87382,               0.003565,               0.003565,               0.003565
                    197,                0.80383,                0.36413,                0.84352,                0.96894,                0.96453,                0.98573,                0.69604,                0.93363,                0.37322,                0.87462,               0.003532,               0.003532,               0.003532
                    198,                0.82237,                0.36913,                 0.8446,                0.95827,                0.97172,                0.98405,                0.69397,                0.93587,                0.37668,                0.87246,               0.003499,               0.003499,               0.003499
                    199,                0.81919,                0.36718,                0.85022,                0.96383,                0.97152,                0.98389,                0.69385,                0.93429,                0.37292,                 0.8702,               0.003466,               0.003466,               0.003466
                    200,                0.80832,                0.36191,                0.84278,                0.95601,                0.97315,                0.98329,                0.69357,                0.92871,                0.37152,                0.86988,               0.003433,               0.003433,               0.003433
                    201,                0.82874,                0.37222,                0.84944,                0.96326,                0.97396,                0.98376,                0.68668,                0.94482,                0.37684,                0.87547,                 0.0034,                 0.0034,                 0.0034
                    202,                0.81457,                0.36486,                0.84334,                0.96437,                0.96827,                 0.9823,                0.68854,                0.93928,                0.37742,                0.87282,               0.003367,               0.003367,               0.003367
