                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                0.72352,                0.37728,                0.81807,                0.94701,                0.71572,                0.79511,                0.62954,                0.57428,                0.37659,                0.81666,               0.006964,               0.006964,               0.006964
                     94,                0.71214,                0.37746,                0.81963,                0.93517,                0.72218,                0.80326,                0.64274,                0.55905,                0.37885,                0.81469,               0.006931,               0.006931,               0.006931
                     95,                0.72747,                0.38852,                0.82275,                0.88745,                0.72037,                0.77108,                0.61039,                0.54893,                0.38536,                0.80754,               0.006898,               0.006898,               0.006898
                     96,                0.71287,                0.37955,                0.81871,                0.92933,                0.72591,                0.78043,                0.60538,                0.55662,                0.38128,                0.81256,               0.006865,               0.006865,               0.006865
                     97,                0.72405,                0.38448,                0.82924,                0.94566,                0.70588,                0.77817,                0.61973,                0.55565,                0.37241,                0.81494,               0.006832,               0.006832,               0.006832
                     98,                0.71734,                 0.3756,                0.81565,                 0.9214,                0.71214,                0.75987,                0.60492,                  0.544,                0.40869,                0.82005,               0.006799,               0.006799,               0.006799
                     99,                0.73912,                0.38268,                0.83036,                0.91213,                0.71715,                0.79504,                0.62459,                0.58999,                0.39112,                0.81868,               0.006766,               0.006766,               0.006766
                    100,                0.71412,                0.38102,                0.82845,                0.94038,                 0.7209,                0.78749,                0.62523,                 0.5524,                0.36552,                0.81168,               0.006733,               0.006733,               0.006733
                    101,                0.71529,                0.37695,                0.81935,                0.93184,                 0.7234,                0.79204,                0.63464,                0.56907,                0.36797,                0.81945,                 0.0067,                 0.0067,                 0.0067
                    102,                0.70035,                 0.3756,                0.82205,                0.91426,                0.72215,                0.79324,                0.63683,                0.57248,                0.36594,                0.82586,               0.006667,               0.006667,               0.006667
                    103,                0.69066,                0.37354,                0.82248,                0.91425,                 0.7234,                0.76993,                 0.6133,                0.56466,                0.39522,                 0.8182,               0.006634,               0.006634,               0.006634
                    104,                0.70151,                0.37082,                0.82153,                0.92256,                0.70964,                0.76787,                0.60737,                0.56227,                0.36546,                0.81899,               0.006601,               0.006601,               0.006601
                    105,                0.71615,                0.37446,                0.81968,                0.93133,                0.72988,                0.79494,                0.63525,                0.55417,                0.35848,                0.81338,               0.006568,               0.006568,               0.006568
                    106,                0.71434,                0.37912,                0.81742,                0.92708,                0.71589,                0.78699,                0.62987,                0.56102,                0.37814,                0.81405,               0.006535,               0.006535,               0.006535
                    107,                0.69902,                0.36853,                0.81608,                0.94274,                0.72117,                0.77838,                0.61509,                0.55842,                0.37001,                0.81509,               0.006502,               0.006502,               0.006502
                    108,                0.69507,                0.37689,                0.81725,                0.93195,                0.71988,                0.76518,                0.59973,                0.56535,                0.36208,                0.81747,               0.006469,               0.006469,               0.006469
                    109,                0.70802,                0.37565,                0.82401,                0.94234,                0.72466,                0.78495,                0.62175,                0.56657,                0.36896,                 0.8212,               0.006436,               0.006436,               0.006436
                    110,                0.70352,                0.37044,                0.81445,                0.96044,                0.71089,                0.79646,                0.64115,                0.53233,                0.35271,                0.81172,               0.006403,               0.006403,               0.006403
                    111,                0.71407,                0.39048,                 0.8197,                0.95585,                0.70454,                0.79415,                0.63402,                0.54616,                0.37121,                0.81407,                0.00637,                0.00637,                0.00637
                    112,                0.68601,                0.36816,                0.81933,                0.94675,                0.70964,                0.79191,                0.64083,                0.55043,                0.35686,                0.81486,               0.006337,               0.006337,               0.006337
                    113,                0.69854,                0.36396,                0.82096,                0.93409,                0.70945,                0.78528,                0.62338,                0.56961,                0.36304,                0.82677,               0.006304,               0.006304,               0.006304
                    114,                0.69191,                  0.367,                0.82263,                0.96852,                0.69712,                0.78542,                0.62812,                0.55779,                0.37663,                0.82288,               0.006271,               0.006271,               0.006271
                    115,                0.67413,                0.35534,                0.81318,                0.94355,                0.69712,                0.78349,                0.62531,                0.55168,                0.37202,                0.82642,               0.006238,               0.006238,               0.006238
                    116,                0.69793,                 0.3682,                0.81685,                0.93373,                0.70964,                0.79699,                0.63101,                0.54446,                0.36041,                0.81315,               0.006205,               0.006205,               0.006205
                    117,                 0.6967,                0.36755,                 0.8256,                0.93779,                0.71339,                0.79853,                0.63519,                0.54658,                0.37652,                0.81823,               0.006172,               0.006172,               0.006172
                    118,                0.69159,                0.36821,                0.82216,                0.93821,                0.70964,                0.78149,                0.61897,                0.53826,                0.37018,                0.81954,               0.006139,               0.006139,               0.006139
                    119,                0.68195,                0.36178,                0.81424,                0.95066,                0.69936,                0.77004,                0.61172,                0.54508,                0.35674,                0.81858,               0.006106,               0.006106,               0.006106
                    120,                0.67717,                0.35146,                 0.8118,                0.92943,                 0.7088,                0.77088,                0.62036,                0.54689,                0.34864,                0.81016,               0.006073,               0.006073,               0.006073
                    121,                0.66692,                0.35052,                0.81776,                0.96733,                  0.704,                0.79005,                0.63132,                0.54306,                0.35949,                0.80933,                0.00604,                0.00604,                0.00604
                    122,                0.67227,                0.35554,                0.81337,                0.95159,                0.71353,                0.78005,                0.62741,                0.53374,                 0.3693,                0.81015,               0.006007,               0.006007,               0.006007
                    123,                0.66514,                0.35071,                0.81596,                0.96491,                0.68826,                0.78146,                0.62692,                0.54031,                0.34834,                0.81302,               0.005974,               0.005974,               0.005974
                    124,                0.67643,                0.35837,                0.80842,                0.93212,                 0.7209,                0.79679,                0.63666,                0.54398,                0.35099,                0.81517,               0.005941,               0.005941,               0.005941
                    125,                0.66213,                0.35584,                0.80899,                0.92369,                0.72715,                0.80182,                0.63847,                0.54411,                0.35306,                0.81168,               0.005908,               0.005908,               0.005908
                    126,                0.66593,                0.35115,                0.81691,                0.91698,                 0.7234,                0.78955,                0.62909,                0.53863,                 0.3488,                0.81072,               0.005875,               0.005875,               0.005875
                    127,                0.67015,                0.35132,                0.82088,                0.92886,                0.70964,                0.78954,                0.63511,                0.54776,                0.38294,                 0.8155,               0.005842,               0.005842,               0.005842
                    128,                0.66659,                0.35548,                0.81715,                0.93839,                 0.7234,                 0.7985,                0.64955,                0.53004,                0.35641,                0.80994,               0.005809,               0.005809,               0.005809
                    129,                0.67655,                0.35919,                0.82096,                0.92757,                0.71589,                0.77864,                0.62273,                0.52836,                0.35588,                0.80874,               0.005776,               0.005776,               0.005776
                    130,                0.65549,                0.34888,                 0.8168,                0.93083,                0.71339,                0.79216,                0.64511,                0.53873,                0.34558,                0.81129,               0.005743,               0.005743,               0.005743
                    131,                0.66029,                0.34303,                0.80992,                0.92255,                0.71715,                 0.7987,                0.64449,                0.53401,                0.36693,                0.81119,                0.00571,                0.00571,                0.00571
                    132,                0.66898,                0.35112,                0.81587,                0.93051,                0.72066,                0.78353,                0.63557,                0.52521,                0.33789,                0.80911,               0.005677,               0.005677,               0.005677
                    133,                0.66649,                0.34954,                0.81086,                0.94898,                0.71339,                0.78994,                0.64309,                0.52235,                0.33089,                0.80958,               0.005644,               0.005644,               0.005644
                    134,                0.65528,                0.35371,                0.81575,                0.93839,                0.70338,                0.79548,                0.64756,                0.55277,                0.34677,                0.81461,               0.005611,               0.005611,               0.005611
                    135,                0.65491,                0.34414,                 0.8112,                 0.9459,                 0.7184,                0.79304,                 0.6461,                 0.5301,                0.35228,                0.81278,               0.005578,               0.005578,               0.005578
                    136,                0.66577,                0.35543,                0.81503,                 0.9297,                 0.7283,                 0.7916,                0.63778,                0.53366,                0.35078,                0.81264,               0.005545,               0.005545,               0.005545
                    137,                0.66499,                0.35193,                0.80674,                0.93226,                0.72466,                0.79648,                0.64759,                0.51806,                0.36054,                0.81051,               0.005512,               0.005512,               0.005512
                    138,                0.65752,                0.34906,                0.81148,                0.93932,                0.73627,                0.79875,                0.63926,                0.52703,                0.34746,                0.81114,               0.005479,               0.005479,               0.005479
                    139,                0.64848,                0.34298,                0.81176,                0.93956,                0.71989,                0.77819,                0.62655,                0.50655,                0.33474,                0.80747,               0.005446,               0.005446,               0.005446
                    140,                0.65933,                0.34554,                0.81542,                0.93299,                0.73184,                0.80327,                0.65649,                0.51305,                 0.3498,                0.80846,               0.005413,               0.005413,               0.005413
                    141,                0.65961,                0.34143,                0.81644,                0.93806,                0.73217,                0.79786,                0.64262,                0.52366,                0.34832,                0.80971,                0.00538,                0.00538,                0.00538
                    142,                0.63785,                0.33018,                 0.8064,                0.93741,                0.72841,                0.80207,                0.64471,                0.50955,                0.34641,                0.80901,               0.005347,               0.005347,               0.005347
